0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
[18898],[9425],[6676],[20761],[14302],[20969],[23818],[8931],[11248],[9425],[4057],,,,,,,,,,,,,,,,,,,,,,,,,,
[1766],[19323],[1042],[24015],[11412],[812],[26673],[5737],[3496],[26387],[1042],[11649],[215],,,,,,,,,,,,,,,,,,,,,,,,
[18254],[31996],[31982],[3122],[18200],[8887],[8901],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3367],[29948],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33079],[12852],[28162],[21062],[255],[9793],[21062],[30731],[5737],[19255],,,,,,,,,,,,,,,,,,,,,,,,,,,
[19740],[17766],[17766],[28275],[17749],[24040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[239],[25482],[13507],[5909],[10269],[31771],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20614],[17412],[13390],[15466],[12459],[7269],[29934],[3581],[29982],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18439],[33869],[12459],[18367],[20744],[20820],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9199],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21062],[16789],[13555],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30071],[25443],[25143],[32867],[26710],[33204],[26695],[30070],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18439],[6230],[22303],[7259],[30984],[10512],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18527],[10333],[3745],[1929],[22344],[18472],[32536],[21243],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7585],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18475],[29573],[1139],[33315],[32887],[13210],[13210],[13210],[18475],[11708],[1727],[18367],,,,,,,,,,,,,,,,,,,,,,,,,
[30949],[12852],[28162],[21062],[255],[9793],[21062],[30731],[5737],[19256],,,,,,,,,,,,,,,,,,,,,,,,,,,
[34978],[22235],[7635],[23006],[6246],[27510],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27390],[28796],[24212],[23599],[3117],[22981],[23599],[7363],[13009],[3579],[13904],[23599],,,,,,,,,,,,,,,,,,,,,,,,,
[3468],[19214],[15405],[24888],[21190],[13544],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3170],[8673],[32181],[19303],[19063],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25062],[5737],[29288],[26689],[26689],[11066],[29732],[13827],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23512],[10927],[8686],[9311],[13755],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4570],[18856],[27885],[11327],[21618],[32139],[30841],[4744],[14234],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27930],[6274],[34978],[1971],[21379],[33863],[24743],[34547],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34688],[29519],[7668],[4156],[32223],[5640],[20533],[22561],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20614],[12866],[31710],[7343],[29934],[7343],[20614],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[35034],[31446],[13323],[14439],[27035],[14623],[2902],[3233],[617],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30971],[20124],[18856],[10683],[2148],[10067],[21062],[25482],[11784],[30878],[7585],,,,,,,,,,,,,,,,,,,,,,,,,,
[10856],[10856],[11802],[9566],[35054],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34688],[25482],[12669],[3726],[25482],[2148],[1772],[27941],[7674],[33290],[14380],[9969],,,,,,,,,,,,,,,,,,,,,,,,,
[9015],[11765],[15796],[9015],[30023],[7505],[11760],[13960],[29666],[9015],,,,,,,,,,,,,,,,,,,,,,,,,,,
[4570],[19506],[22219],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10562],[4527],[31284],[13569],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21220],[2069],[25482],[25482],[7269],[12692],[19419],[2184],[20607],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34436],[6761],[10186],[3022],[71],[18856],[32642],[33942],[7585],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27370],[2069],[28519],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32888],[28424],[13827],[28422],[15943],[19545],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1211],[23209],[28519],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[29254],[18091],[17784],[33737],[911],[33594],[1783],[18435],[8079],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[17784],[23695],[6133],[33175],[28588],[10743],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13003],[32429],[17784],[11713],[11717],[27443],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18367],[83],[17439],[13827],[13811],[16422],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10683],[12272],[18367],[10026],[16594],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10561],[7585],[7363],[29019],[27975],[7343],[13860],[31359],[30146],[27370],[10256],[10256],[18392],,,,,,,,,,,,,,,,,,,,,,,,
[4570],[33497],[3005],[12035],[31679],[26481],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11713],[10422],[5618],[13771],[11716],[12459],[25045],[31501],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1097],[31371],[14633],[2778],[18856],[26798],[33784],[17723],[5633],[18367],[13677],,,,,,,,,,,,,,,,,,,,,,,,,,
[758],[6435],[15860],[10251],[30891],[9559],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32223],[29348],[32887],[29625],[10307],[26811],[23316],[2804],[27370],[32351],[25431],[22961],,,,,,,,,,,,,,,,,,,,,,,,,
[17383],[17002],[5898],[7383],[30971],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12728],[20288],[10026],[29993],[10079],[7585],[10554],[7585],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20159],[17650],[12312],[15488],[6559],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[14086],[21430],[23368],[32471],[8030],[19140],[19138],[27004],[34978],[4570],[32642],,,,,,,,,,,,,,,,,,,,,,,,,,
[27254],[8944],[8968],[3503],[23068],[8072],[17406],[27095],[32900],[12912],[34808],[32901],[34808],,,,,,,,,,,,,,,,,,,,,,,,
[32821],[28685],[1069],[28519],[11356],[25241],[27360],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[758],[17593],[4206],[33985],[27540],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12312],[26918],[31627],[20342],[13337],[11356],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7668],[29315],[27100],[1318],[1318],[21761],[25662],[10806],[18856],[27510],,,,,,,,,,,,,,,,,,,,,,,,,,,
[13596],[33284],[15922],[13596],[27618],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[14554],[21190],[30481],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2918],[151],[8549],[21190],[12669],[17650],[32471],[6293],[9831],[1042],[8340],,,,,,,,,,,,,,,,,,,,,,,,,,
[14019],[28228],[12866],[30385],[12597],[31419],[12312],[799],[7834],[28582],[12758],[18184],[18120],,,,,,,,,,,,,,,,,,,,,,,,
[11327],[25947],[33290],[11562],[31359],[5067],[4691],[16939],[19303],[9997],[29267],,,,,,,,,,,,,,,,,,,,,,,,,,
[11230],[30776],[6240],[29903],[21959],[28588],[33216],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25676],[8876],[13701],[21190],[34511],[17784],[24339],[12597],[10422],[25676],[16314],[26297],,,,,,,,,,,,,,,,,,,,,,,,,
[32181],[4702],[22163],[33601],[19696],[22049],[18044],[437],[1343],[21855],,,,,,,,,,,,,,,,,,,,,,,,,,,
[24616],[7585],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32471],[25131],[12669],[2804],[12153],[11118],[10162],[3022],[32471],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23853],[16320],[3720],[34368],[20614],[28836],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7071],[5360],[7585],[23053],[21379],[33863],[26044],[8949],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30279],[29931],[19929],[27959],[29934],[2632],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34924],[22512],[5255],[13674],[27840],[22344],[21560],[2138],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4867],[27327],[15546],[8182],[2184],[22788],[33497],[2069],[25443],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23284],[25466],[23284],[18367],[18218],[1537],[6638],[27840],[20500],[6866],[25808],,,,,,,,,,,,,,,,,,,,,,,,,,
[19889],[4161],[3137],[21483],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15284],[32375],[32887],[24448],[4759],[10014],[9997],[17014],[1318],[238],[4702],,,,,,,,,,,,,,,,,,,,,,,,,,
[33863],[33846],[4207],[4076],[35258],[4687],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11244],[24183],[414],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27039],[21483],[18044],[34956],[14046],[11099],[5132],[29732],[3628],[20420],[19344],[8677],,,,,,,,,,,,,,,,,,,,,,,,,
[25815],[3966],[21220],[28188],[16465],[20614],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[28234],[17014],[34731],[34474],[28243],[27443],[18367],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2632],[7585],[10196],[26961],[27650],[18367],[14275],[22872],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22418],[14721],[10829],[1042],[30195],[34982],[5502],[22303],[25338],[29500],[5478],[6309],,,,,,,,,,,,,,,,,,,,,,,,,
[5270],[28807],[28148],[31402],[32279],[9780],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12728],[20288],[31438],[17650],[32887],[32709],[14360],[35166],[933],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10605],[30645],[2526],[12712],[20823],[18331],[28184],[31627],[31406],[18784],,,,,,,,,,,,,,,,,,,,,,,,,,,
[6972],[21765],[29286],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2006],[34973],[12728],[3267],[3719],[3267],[3719],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20822],[13827],[10014],[7585],[28807],[15223],[5915],[3022],[31697],[8794],[10991],,,,,,,,,,,,,,,,,,,,,,,,,,
[3037],[23970],[23970],[17939],[23970],[9396],[21220],[23970],[30513],[23970],[11330],[11330],,,,,,,,,,,,,,,,,,,,,,,,,
[1478],[10692],[4658],[3170],[12494],[13021],[21220],[3745],[16395],[10422],,,,,,,,,,,,,,,,,,,,,,,,,,,
[12007],[33863],[24644],[27943],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13913],[14391],[12728],[17634],[7585],[17552],[33677],[15325],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[29788],[30959],[5084],[7500],[3015],[6789],[21746],[3017],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11798],[13689],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25950],[25951],[24354],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20822],[13827],[21823],[34638],[32736],[19304],[1129],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33677],[31627],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10942],[13003],[23784],[10942],[23784],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30448],[3170],[3170],[3170],[14391],[8887],[10414],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25745],[911],[18367],[27955],[10595],[23784],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33891],[31496],[11012],[10009],[29394],[6687],[29552],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30147],[33677],[20396],[31697],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[16482],[26798],[31905],[20217],[31905],[11071],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30964],[6176],[33737],[25548],[32223],[17784],[11947],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[26726],[14606],[3345],[14229],[10032],[8338],[21823],[12655],[21823],[34279],[1035],,,,,,,,,,,,,,,,,,,,,,,,,,
[17347],[33880],[4537],[30043],[20614],[10422],[11713],[2720],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5282],[15428],[11655],[29715],[21220],[26594],[19678],[3897],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23853],[35209],[17125],[28850],[11520],[19477],[19478],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[26860],[16937],[26839],[10032],[22223],[5387],[29394],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20073],[18367],[32471],[30450],[32471],[31501],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7585],[7585],[4700],[14017],[29756],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30120],[17723],[6261],[12136],[3306],[31957],[11865],[19518],[18367],[17864],,,,,,,,,,,,,,,,,,,,,,,,,,,
[19186],[24124],[2046],[30640],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34395],[1042],[14407],[2935],[17784],[20363],[16560],[19052],[17254],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9610],[4867],[239],[25482],[26798],[27370],[12597],[31697],[19844],[7585],[4554],[4867],,,,,,,,,,,,,,,,,,,,,,,,,
[26297],[20320],[17433],[27799],[26297],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13021],[21483],[31710],[18367],[10422],[23150],[35367],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22209],[34628],[16846],[22871],[33601],[26220],[1726],[5196],[5716],[14509],[29219],,,,,,,,,,,,,,,,,,,,,,,,,,
[12943],[23039],[34849],[30776],[33379],[31156],[10512],[23040],[23040],[32277],[32279],[29801],,,,,,,,,,,,,,,,,,,,,,,,,
[20982],[12852],[28162],[21062],[255],[9793],[21062],[30731],[5737],[19256],,,,,,,,,,,,,,,,,,,,,,,,,,,
[22175],[12312],[13074],[7585],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1670],[14229],[32471],[13779],[3117],[3951],[13771],[18367],[32223],[16915],[23209],,,,,,,,,,,,,,,,,,,,,,,,,,
[10096],[27039],[10378],[10792],[28234],[3170],[28228],[19260],[19249],[20124],,,,,,,,,,,,,,,,,,,,,,,,,,,
[10561],[7597],[19528],[32230],[2935],[10018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5601],[4656],[12382],[12384],[29149],[28418],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31501],[31697],[23746],[4709],[25443],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20073],[18367],[32471],[30450],[32471],[31501],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2677],[32420],[10444],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32229],[27370],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10561],[7585],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4301],[27570],[4304],[5386],[4242],[28170],[10562],[20916],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32471],[10942],[33684],[11356],[33224],[18733],[14678],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3170],[21483],[25443],[17669],[4119],[3198],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11798],[32471],[1042],[26726],[32471],[31627],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32887],[15124],[31305],[34688],[6788],[7799],[1806],[20934],[20409],[31848],,,,,,,,,,,,,,,,,,,,,,,,,,,
[7902],[15868],[28691],[28727],[3530],[13505],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8059],[13701],[25165],[5068],[19063],[3345],[23316],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11081],[1788],[4375],[5329],[17519],[18331],[8060],[10333],[29732],[28944],,,,,,,,,,,,,,,,,,,,,,,,,,,
[911],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17160],[20822],[11973],[33457],[9154],[9154],[16572],[9154],[20822],[34638],[9204],[19483],[20493],[33846],[236],,,,,,,,,,,,,,,,,,,,,,
[2148],[31516],[8931],[21574],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4570],[2609],[5469],[5558],[5376],[20114],[14660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[16482],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27086],[11012],[10999],[29934],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20998],[6193],[14175],[18273],[21823],[17552],[32230],[8845],[3045],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17383],[23632],[11929],[845],[6319],[22322],[29454],[32820],[26219],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[34638],[26259],[19841],[17484],[22532],[34638],[19841],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3345],[1042],[10683],[17864],[29559],[17986],[26119],[30503],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21483],[26663],[16685],[2830],[23778],[10857],[11378],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13243],[12655],[27257],[11903],[9504],[10464],[3845],[16946],[24921],[13243],[27257],[27983],[27908],,,,,,,,,,,,,,,,,,,,,,,,
[4729],[21164],[5270],[9602],[11424],[19303],[238],[3504],[28126],[12681],[11446],,,,,,,,,,,,,,,,,,,,,,,,,,
[10683],[25207],[1139],[3551],[27755],[12911],[14678],[27755],[12052],[1102],,,,,,,,,,,,,,,,,,,,,,,,,,,
[22303],[26381],[8938],[32277],[29429],[34037],[7346],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31627],[7616],[27921],[17904],[10512],[6027],[29801],[12444],[7269],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[19429],[32453],[35206],[3146],[7083],[19826],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32188],[24474],[4886],[15904],[12312],[1804],[4980],[33419],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33573],[20823],[29660],[2164],[22287],[29500],[30106],[11340],[11332],[32415],,,,,,,,,,,,,,,,,,,,,,,,,,,
[27370],[12391],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[19278],[34409],[31710],[17529],[29460],[13689],[6559],[13677],[15587],[1422],[13046],[21009],,,,,,,,,,,,,,,,,,,,,,,,,
[32147],[34502],[17519],[32796],[17519],[32147],[17508],[17784],[10178],[15196],,,,,,,,,,,,,,,,,,,,,,,,,,,
[12190],[27200],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20104],[20500],[19528],[17864],[1314],[31090],[26297],[10751],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31501],[5152],[34436],[10554],[8236],[33737],[7585],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2264],[20077],[17412],[34515],[613],[1494],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21291],[4375],[14103],[5884],[25418],[30545],[6317],[30559],[30191],[29732],[10092],,,,,,,,,,,,,,,,,,,,,,,,,,
[92],[17517],[13323],[8067],[24771],[17487],[10609],[31847],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15500],[4338],[28161],[4338],[30450],[33190],[14310],[31270],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[26895],[26895],[12585],[11865],[33869],[21821],[20614],[7446],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27556],[23599],[29982],[10256],[18184],[23569],[23612],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[707],[14685],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7597],[10605],[12638],[6193],[15762],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4570],[12312],[9747],[19201],[2632],[24231],[24183],[20516],[13074],[10307],[28307],[29934],,,,,,,,,,,,,,,,,,,,,,,,,
[20142],[33323],[33684],[18980],[31648],[22914],[10438],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[28153],[21298],[5709],[31501],[29848],[34638],[25431],[18367],[17404],[21299],[17784],,,,,,,,,,,,,,,,,,,,,,,,,,
[34439],[13827],[10562],[7363],[10040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30208],[13959],[33006],[20320],[28829],[25166],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10562],[22418],[1042],[30469],[32930],[27370],[28861],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[20278],[27040],[28519],[795],[17805],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[26798],[13169],[10722],[21062],[14036],[18367],[1977],[9035],[10637],[2128],[34793],,,,,,,,,,,,,,,,,,,,,,,,,,
[26049],[23209],[12841],[14543],[26798],[21333],[20288],[20436],[14197],[21190],[11450],[8105],[26297],,,,,,,,,,,,,,,,,,,,,,,,
[32898],[10319],[11667],[13798],[34029],[3504],[28126],[12681],[11446],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[35023],[11330],[17347],[17564],[26233],[29279],[33349],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[432],[10927],[12866],[35363],[29034],[3782],[32420],[1364],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10561],[7585],[5151],[31627],[32887],[23068],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18091],[29666],[10240],[32042],[15178],[13555],[20500],[34982],[35140],[33537],,,,,,,,,,,,,,,,,,,,,,,,,,,
[11012],[33216],[35173],[32954],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[875],[17005],[18218],[7585],[12866],[7351],[31561],[33942],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10026],[31364],[5915],[7470],[20391],[7621],[32334],[7470],[18011],[5915],[14275],[21085],[29573],,,,,,,,,,,,,,,,,,,,,,,,
[11683],[4000],[23001],[11683],[4000],[20235],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33079],[5066],[5152],[13415],[31982],[33267],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31627],[30961],[32646],[34633],[34633],[22287],[20767],[20761],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[19394],[7102],[30486],[14471],[17864],[18856],[15168],[23417],[6133],[17864],[10683],[987],,,,,,,,,,,,,,,,,,,,,,,,,
[29277],[31501],[25607],[4946],[27156],[25607],[4946],[17161],[17014],[19394],,,,,,,,,,,,,,,,,,,,,,,,,,,
[17102],[11163],[11163],[18298],[18297],[10422],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13555],[33617],[24924],[9900],[33506],[32887],[14275],[12770],[24924],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31854],[24254],[6788],[26793],[33610],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4570],[33497],[27370],[32471],[1042],[304],[13517],[32025],[32181],[18858],,,,,,,,,,,,,,,,,,,,,,,,,,,
[19455],[7597],[31501],[27378],[23633],[31501],[27378],[6358],[4142],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[24591],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[14027],[4278],[33506],[13021],[10165],[27370],[8542],[11683],[4682],[29934],[911],[3022],[23840],[18044],,,,,,,,,,,,,,,,,,,,,,,
[17504],[22303],[8033],[18367],[11850],[34569],[27565],[6068],[9575],[1042],[10111],[26232],[17190],[9374],[22303],[7720],[18527],,,,,,,,,,,,,,,,,,,,
[20073],[18367],[32471],[30450],[32471],[31501],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31288],[23316],[25571],[22554],[13550],[23790],[9165],[14275],[17332],[32887],[19211],[16879],,,,,,,,,,,,,,,,,,,,,,,,,
[33241],[24195],[24197],[13555],[18367],[13006],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2935],[34541],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23853],[7477],[26406],[24565],[29356],[19477],[19478],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31288],[10927],[7707],[21379],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15818],[33669],[32195],[28446],[18312],[33757],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[10554],[7585],[17650],[5146],[13021],[19528],[7585],[10562],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1237],[19211],[27940],[1042],[16879],[15438],[23316],[32716],[7585],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22267],[21276],[8540],[19502],[26540],[12407],[22303],[5874],[12766],[21307],,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[20163],[18880],[31627],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34731],[31288],[23316],[34731],[13177],[31284],[17864],[10471],[18273],[31358],[14391],,,,,,,,,,,,,,,,,,,,,,,,,,
[24584],[27901],[32901],[27088],[16750],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13596],[33284],[3635],[25374],[30776],[27634],[1677],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25482],[6197],[6223],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34751],[27511],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2804],[6319],[22096],[31194],[6815],[18263],[11484],[21379],[5297],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33175],[11909],[11903],[12444],[27017],[28904],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13550],[29934],[10009],[27443],[12459],[17784],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7432],[31274],[12444],[10066],[27146],[24666],[25431],[7012],[21474],[160],[7749],[15092],,,,,,,,,,,,,,,,,,,,,,,,,
[32388],[27030],[21220],[23718],[23796],[7249],[25312],[16967],[13705],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13775],[30057],[30053],[26798],[20396],[27149],[20405],[10887],[30057],[33216],,,,,,,,,,,,,,,,,,,,,,,,,,,
[10018],[17784],[34177],[28949],[437],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18072],[22303],[2935],[33740],[176],[12605],[30182],[23316],[8901],[12605],[963],,,,,,,,,,,,,,,,,,,,,,,,,,
[28519],[11683],[7941],[7942],[28519],[11683],[11713],[22131],[23046],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23853],[3834],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30907],[21220],[2828],[30508],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34517],[1538],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12669],[33632],[31830],[5702],[22187],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18331],[10240],[14509],[3621],[33694],[26844],[29934],[25696],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9177],[1042],[12341],[25443],[31982],[7585],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[19063],[19063],[1000],[26259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2545],[18439],[34301],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
